station_id,timestamp,temperature,humidity,wind_speed,wind_direction,pressure,rainfall
STN_001,2026-01-02 06:00:00,25.64,71.01,6.17,229.9,1010.28,0.0
STN_001,2026-01-02 07:00:00,26.67,68.47,7.26,189.0,1010.38,3.45
STN_001,2026-01-02 08:00:00,29.21,52.91,8.21,219.1,1010.7,0.0
STN_001,2026-01-02 09:00:00,28.03,62.5,5.55,221.2,1010.9,0.0
STN_001,2026-01-02 10:00:00,30.03,52.16,5.55,223.9,1010.24,0.0
STN_001,2026-01-02 11:00:00,31.27,49.79,5.01,144.1,1010.78,0.0
STN_001,2026-01-02 12:00:00,31.17,55.71,3.97,228.8,1010.08,0.0
STN_001,2026-01-02 13:00:00,32.5,52.49,4.14,336.4,1010.24,0.0
STN_001,2026-01-02 14:00:00,32.93,49.78,2.81,200.3,1009.66,0.0
STN_001,2026-01-02 15:00:00,32.65,50.1,3.74,261.0,1010.33,0.0
STN_001,2026-01-02 16:00:00,33.04,47.92,2.28,191.7,1010.05,0.0
STN_001,2026-01-02 17:00:00,31.1,64.76,2.36,299.6,1010.01,0.0
STN_001,2026-01-02 18:00:00,30.92,53.7,1.84,250.9,1009.97,0.0
STN_001,2026-01-02 19:00:00,28.46,50.86,2.11,276.1,1011.21,0.0
STN_001,2026-01-02 20:00:00,27.92,59.09,3.22,338.0,1010.47,0.0
STN_001,2026-01-02 21:00:00,27.31,60.06,2.33,330.4,1010.03,0.0
STN_001,2026-01-02 22:00:00,25.23,65.36,2.75,300.8,1012.02,0.0
STN_001,2026-01-02 23:00:00,22.0,78.96,4.98,235.6,1010.96,
STN_001,2026-01-03 00:00:00,23.21,69.52,4.14,256.2,1010.49,0.0
STN_001,2026-01-03 01:00:00,22.86,62.46,5.52,168.9,1010.38,0.0
STN_001,2026-01-03 02:00:00,21.01,71.0,4.56,344.2,1010.57,0.0
STN_001,2026-01-03 03:00:00,22.07,70.25,9.3,110.5,1010.63,0.0
STN_001,2026-01-03 04:00:00,21.86,73.61,6.82,179.0,1010.92,0.0
STN_001,2026-01-03 05:00:00,21.67,79.06,8.78,173.6,1011.58,0.0
STN_001,2026-01-03 06:00:00,24.79,65.99,7.66,268.3,1010.73,0.0
STN_001,2026-01-03 07:00:00,24.74,66.88,5.91,226.8,1010.26,0.0
STN_001,2026-01-03 08:00:00,25.74,59.55,6.33,199.1,1010.75,0.0
STN_001,2026-01-03 09:00:00,31.21,,9.06,173.5,1010.45,2.43
STN_001,2026-01-03 10:00:00,30.76,54.29,,192.4,1011.05,0.0
STN_001,2026-01-03 11:00:00,31.75,56.34,4.32,298.9,1010.11,0.0
STN_001,2026-01-03 12:00:00,33.59,51.07,3.55,175.1,1010.39,0.0
STN_001,2026-01-03 13:00:00,32.94,50.47,3.1,182.5,1010.57,0.0
STN_001,2026-01-03 14:00:00,32.23,55.33,2.54,254.9,1010.53,0.0
STN_001,2026-01-03 15:00:00,34.95,45.99,2.5,237.0,1009.32,0.0
STN_001,2026-01-03 16:00:00,32.61,49.0,4.94,257.0,1010.3,0.0
STN_001,2026-01-03 17:00:00,31.18,59.62,1.66,242.6,1009.52,0.0
STN_001,2026-01-03 18:00:00,29.74,58.13,4.65,233.2,1010.05,0.0
STN_001,2026-01-03 19:00:00,29.1,65.8,1.69,316.7,1009.78,0.0
STN_001,2026-01-03 20:00:00,25.94,66.16,,315.4,1011.18,0.0
STN_001,2026-01-03 21:00:00,25.86,65.04,2.7,243.6,1010.88,0.0
STN_001,2026-01-03 22:00:00,25.33,60.0,3.66,271.5,1010.8,0.0
STN_001,2026-01-03 23:00:00,24.41,62.96,3.09,186.4,1011.26,0.0
STN_001,2026-01-04 00:00:00,20.68,72.15,12.28,93.1,1010.05,0.0
STN_001,2026-01-04 01:00:00,22.43,70.22,4.83,111.4,1011.81,0.0
STN_001,2026-01-04 02:00:00,22.53,69.07,5.46,210.6,1011.2,0.0
STN_001,2026-01-04 03:00:00,21.11,80.21,5.25,150.6,1011.1,0.0
STN_001,2026-01-04 04:00:00,24.86,64.28,,247.1,1010.95,0.0
STN_001,2026-01-04 05:00:00,23.12,69.5,6.02,152.4,1010.93,0.0
STN_001,2026-01-04 06:00:00,24.85,63.07,7.34,213.6,1010.41,0.0
STN_001,2026-01-04 07:00:00,28.1,57.66,6.55,192.8,1010.51,0.0
STN_001,2026-01-04 08:00:00,30.54,55.63,7.14,222.3,1010.23,0.0
STN_001,2026-01-04 09:00:00,28.65,65.73,5.55,131.3,1011.36,0.0
STN_001,2026-01-04 10:00:00,31.11,49.98,6.0,192.5,1010.31,0.0
STN_001,2026-01-04 11:00:00,32.97,44.69,4.29,257.5,1009.88,0.0
STN_001,2026-01-04 12:00:00,32.52,57.41,3.93,330.0,1010.4,0.0
STN_001,2026-01-04 13:00:00,33.12,50.61,3.45,247.9,1009.57,0.0
STN_001,2026-01-04 14:00:00,33.45,55.14,3.59,15.3,1009.81,0.0
STN_001,2026-01-04 15:00:00,34.24,51.34,6.43,253.1,1010.8,0.0
STN_001,2026-01-04 16:00:00,31.69,60.49,3.35,278.2,1009.68,0.0
STN_001,2026-01-04 17:00:00,33.01,,4.04,308.3,1010.24,0.0
STN_001,2026-01-04 18:00:00,29.03,57.54,2.2,8.5,1010.82,0.0
STN_001,2026-01-04 19:00:00,30.15,66.48,2.97,315.8,1010.49,0.0
STN_001,2026-01-04 20:00:00,26.71,58.99,2.32,290.8,1011.25,0.0
STN_001,2026-01-04 21:00:00,26.13,58.63,3.94,294.6,,0.0
STN_001,2026-01-04 22:00:00,25.79,66.12,5.73,247.9,1010.31,0.0
STN_001,2026-01-04 23:00:00,23.04,74.52,4.63,309.4,1010.53,0.0
STN_001,2026-01-05 00:00:00,20.85,74.55,4.24,174.7,1012.43,0.0
STN_001,2026-01-05 01:00:00,,71.66,4.15,119.0,1010.73,0.0
STN_001,2026-01-05 02:00:00,22.04,79.8,5.09,263.7,1010.41,0.0
STN_001,2026-01-05 03:00:00,22.32,,5.25,140.1,1011.03,0.0
