station_id,timestamp,pm2_5,pm10,no2,so2,co,o3
STN_001,2026-01-02 16:00:00,37.89,62.26,28.64,11.67,1.54,36.54
STN_001,2026-01-02 17:00:00,40.94,63.05,30.53,9.78,1.54,24.82
STN_001,2026-01-02 18:00:00,84.64,152.22,61.96,12.36,2.79,18.3
STN_001,2026-01-02 19:00:00,81.0,149.15,62.32,11.81,2.55,17.83
STN_001,2026-01-02 20:00:00,74.31,111.86,61.78,10.35,2.52,16.89
STN_001,2026-01-02 21:00:00,86.26,159.59,58.37,7.63,2.46,18.89
STN_001,2026-01-02 22:00:00,51.46,101.49,30.16,,1.37,10.98
STN_001,2026-01-02 23:00:00,54.66,94.93,25.27,7.73,1.01,9.44
STN_001,2026-01-03 00:00:00,45.73,59.51,27.03,6.38,,13.93
STN_001,2026-01-03 01:00:00,43.18,79.41,25.02,8.28,1.15,13.97
STN_001,2026-01-03 02:00:00,44.6,87.83,20.15,6.31,1.01,15.01
STN_001,2026-01-03 03:00:00,34.25,51.28,23.45,9.43,1.04,11.01
STN_001,2026-01-03 04:00:00,43.12,88.09,28.23,5.75,0.95,11.59
STN_001,2026-01-03 05:00:00,41.83,,17.31,10.56,0.64,19.49
STN_001,2026-01-03 06:00:00,37.13,58.63,28.78,,0.91,13.15
STN_001,2026-01-03 07:00:00,40.53,84.6,25.21,10.11,1.35,25.13
STN_001,2026-01-03 08:00:00,61.12,89.49,,6.2,2.24,24.58
STN_001,2026-01-03 09:00:00,36.71,64.88,24.26,6.86,1.27,41.61
STN_001,2026-01-03 10:00:00,68.4,132.22,51.79,5.18,2.14,
STN_001,2026-01-03 11:00:00,37.81,77.74,25.39,10.18,0.97,51.03
STN_001,2026-01-03 12:00:00,,82.75,30.85,8.31,1.28,53.33
STN_001,2026-01-03 13:00:00,37.61,64.22,26.89,11.7,1.43,53.43
STN_001,2026-01-03 14:00:00,44.69,71.05,36.82,9.25,1.28,52.25
STN_001,2026-01-03 15:00:00,35.9,46.71,24.21,7.59,1.19,46.11
STN_001,2026-01-03 16:00:00,38.99,78.31,23.89,7.54,1.07,32.3
STN_001,2026-01-03 17:00:00,38.94,79.59,29.67,9.19,1.78,26.9
STN_001,2026-01-03 18:00:00,71.97,135.02,51.95,7.15,2.15,
STN_001,2026-01-03 19:00:00,84.26,153.44,67.02,11.25,3.05,11.0
STN_001,2026-01-03 20:00:00,70.29,143.88,54.83,10.94,2.53,16.35
STN_001,2026-01-03 21:00:00,78.88,118.45,61.67,6.89,2.67,14.67
STN_001,2026-01-03 22:00:00,50.28,82.72,29.66,9.65,1.19,14.98
STN_001,2026-01-03 23:00:00,47.68,94.33,28.48,5.55,1.41,17.64
STN_001,2026-01-04 00:00:00,34.0,58.77,18.89,4.93,0.63,17.02
STN_001,2026-01-04 01:00:00,44.7,92.02,23.83,7.32,1.18,13.71
STN_001,2026-01-04 02:00:00,45.16,86.66,25.64,9.77,1.11,18.72
STN_001,2026-01-04 03:00:00,47.2,72.41,24.52,8.4,1.11,12.34
STN_001,2026-01-04 04:00:00,42.54,59.25,24.65,5.9,1.34,17.03
STN_001,2026-01-04 05:00:00,37.99,66.6,27.26,9.34,1.02,
STN_001,2026-01-04 06:00:00,40.79,84.09,25.83,6.49,1.22,14.99
STN_001,2026-01-04 07:00:00,28.81,55.01,20.52,6.81,1.16,26.52
STN_001,2026-01-04 08:00:00,58.95,85.06,45.06,4.3,2.12,34.67
STN_001,2026-01-04 09:00:00,70.63,143.18,44.96,7.16,2.36,39.25
STN_001,2026-01-04 10:00:00,66.01,113.4,50.29,7.37,2.31,38.19
STN_001,2026-01-04 11:00:00,30.48,66.13,22.14,8.39,0.89,53.38
STN_001,2026-01-04 12:00:00,39.82,76.31,28.54,9.99,1.39,54.14
STN_001,2026-01-04 13:00:00,40.44,65.09,26.44,9.42,1.29,54.14
STN_001,2026-01-04 14:00:00,33.45,66.46,26.1,13.15,1.23,49.81
STN_001,2026-01-04 15:00:00,32.43,52.39,24.37,8.82,,45.46
STN_001,2026-01-04 16:00:00,41.79,79.87,33.24,10.37,1.24,36.3
STN_001,2026-01-04 17:00:00,35.58,64.13,23.37,5.78,1.09,29.31
STN_001,2026-01-04 18:00:00,72.43,141.07,53.72,14.79,2.55,9.46
STN_001,2026-01-04 19:00:00,,127.95,57.6,10.8,2.61,11.55
STN_001,2026-01-04 20:00:00,86.83,142.78,57.79,9.67,2.82,11.49
STN_001,2026-01-04 21:00:00,72.74,,53.02,9.25,2.53,14.82
STN_001,2026-01-04 22:00:00,47.27,94.15,20.95,6.84,1.0,17.08
STN_001,2026-01-04 23:00:00,40.66,79.75,25.2,9.66,1.37,19.27
STN_001,2026-01-05 00:00:00,48.13,76.36,31.91,7.85,1.29,19.29
STN_001,2026-01-05 01:00:00,46.86,63.2,25.16,10.41,1.37,14.73
STN_001,2026-01-05 02:00:00,47.02,101.55,23.47,8.42,1.24,14.63
STN_001,2026-01-05 03:00:00,40.89,83.69,23.75,5.64,1.15,16.74
