station_id,timestamp,temperature,humidity,wind_speed,wind_direction,pressure,rainfall
IND_DL_001,2026-01-03 00:00:00,12.8,72.4,3.7,228.3,989.3,0.0
IND_DL_001,2026-01-03 01:00:00,13.3,71.5,3.2,221.8,988.9,0.0
IND_DL_001,2026-01-03 02:00:00,12.3,74.4,3.6,197.0,990.3,0.0
IND_DL_001,2026-01-03 03:00:00,10.1,84.4,5.4,142.5,989.2,0.0
IND_DL_001,2026-01-03 04:00:00,13.4,73.2,4.6,259.5,,0.0
IND_DL_001,2026-01-03 05:00:00,14.7,64.5,5.4,186.6,988.8,0.0
IND_DL_001,2026-01-03 06:00:00,14.1,70.0,4.3,332.5,988.8,0.0
IND_DL_001,2026-01-03 07:00:00,16.7,67.1,7.7,137.6,988.9,0.0
IND_DL_001,2026-01-03 08:00:00,17.4,68.7,5.3,194.5,989.1,0.0
IND_DL_001,2026-01-03 09:00:00,17.7,,6.5,189.9,989.7,0.0
IND_DL_001,2026-01-03 10:00:00,21.5,60.4,5.1,268.6,989.2,
IND_DL_001,2026-01-03 11:00:00,21.1,61.8,3.3,233.8,988.8,0.0
IND_DL_001,2026-01-03 12:00:00,21.4,56.4,3.4,210.6,,0.0
IND_DL_001,2026-01-03 13:00:00,26.8,51.8,5.3,189.1,989.5,0.0
IND_DL_001,2026-01-03 14:00:00,24.5,62.5,3.0,158.1,989.1,0.0
IND_DL_001,2026-01-03 15:00:00,25.6,55.1,2.8,268.0,989.7,0.0
IND_DL_001,2026-01-03 16:00:00,22.3,63.2,4.0,300.5,989.2,0.0
IND_DL_001,2026-01-03 17:00:00,22.3,60.0,1.2,320.3,989.3,0.0
IND_DL_001,2026-01-03 18:00:00,24.0,55.7,3.2,167.9,988.5,0.0
IND_DL_001,2026-01-03 19:00:00,18.4,67.8,4.4,305.2,989.2,0.0
IND_DL_001,2026-01-03 20:00:00,17.2,65.3,1.2,287.8,989.0,0.0
IND_DL_001,2026-01-03 21:00:00,19.1,67.6,2.3,233.4,989.1,0.0
IND_DL_001,2026-01-03 22:00:00,14.7,77.2,1.7,302.7,988.8,
IND_DL_001,2026-01-03 23:00:00,11.4,77.5,4.6,301.5,989.7,0.0
IND_DL_001,2026-01-04 00:00:00,12.2,75.3,3.0,145.5,989.4,0.0
IND_DL_001,2026-01-04 01:00:00,12.6,69.3,3.9,168.6,989.3,0.0
IND_DL_001,2026-01-04 02:00:00,12.8,70.2,3.5,97.5,989.6,0.0
IND_DL_001,2026-01-04 03:00:00,9.7,77.1,10.8,119.6,988.4,0.0
IND_DL_001,2026-01-04 04:00:00,13.2,72.9,4.7,134.6,989.9,0.0
IND_DL_001,2026-01-04 05:00:00,14.5,70.0,5.0,217.1,989.4,0.0
IND_DL_001,2026-01-04 06:00:00,13.9,78.4,4.6,167.0,989.2,0.0
IND_DL_001,2026-01-04 07:00:00,19.3,62.3,4.7,247.3,989.4,0.0
IND_DL_001,2026-01-04 08:00:00,17.7,66.5,,168.2,989.3,0.0
IND_DL_001,2026-01-04 09:00:00,20.0,60.2,5.2,219.0,989.0,0.0
IND_DL_001,2026-01-04 10:00:00,23.7,55.0,4.3,201.5,989.3,0.0
IND_DL_001,2026-01-04 11:00:00,26.2,53.4,4.5,225.9,989.3,0.0
IND_DL_001,2026-01-04 12:00:00,23.0,63.9,3.0,149.9,990.0,0.0
IND_DL_001,2026-01-04 13:00:00,24.9,51.2,3.2,200.7,989.4,0.0
IND_DL_001,2026-01-04 14:00:00,25.9,48.1,1.8,254.7,989.2,0.0
IND_DL_001,2026-01-04 15:00:00,24.0,61.4,1.6,315.0,989.6,0.0
IND_DL_001,2026-01-04 16:00:00,23.3,57.3,1.3,246.4,989.0,0.0
IND_DL_001,2026-01-04 17:00:00,22.4,63.1,1.6,352.4,989.2,0.0
IND_DL_001,2026-01-04 18:00:00,22.3,61.3,4.2,250.5,990.0,0.0
IND_DL_001,2026-01-04 19:00:00,18.4,71.1,2.0,271.1,988.9,0.0
IND_DL_001,2026-01-04 20:00:00,19.4,59.6,2.9,296.1,989.5,0.0
IND_DL_001,2026-01-04 21:00:00,14.5,70.3,1.8,346.1,989.6,0.0
IND_DL_001,2026-01-04 22:00:00,16.0,77.6,2.7,302.0,989.5,0.0
IND_DL_001,2026-01-04 23:00:00,12.4,71.0,2.5,281.0,,0.0
IND_DL_001,2026-01-05 00:00:00,12.5,69.6,4.0,188.0,988.9,0.0
IND_DL_001,2026-01-05 01:00:00,13.2,74.6,5.6,148.9,989.0,0.0
IND_DL_001,2026-01-05 02:00:00,11.1,80.6,4.7,200.0,988.9,0.0
IND_DL_001,2026-01-05 03:00:00,9.9,79.1,4.4,187.6,990.3,0.0
IND_DL_001,2026-01-05 04:00:00,11.9,74.4,4.2,141.0,989.0,0.0
IND_DL_001,2026-01-05 05:00:00,14.0,79.5,4.7,261.4,988.8,0.0
IND_DL_001,2026-01-05 06:00:00,15.4,66.7,4.6,158.3,989.3,0.0
IND_DL_001,2026-01-05 07:00:00,16.4,72.7,5.4,217.6,989.1,0.0
IND_DL_001,2026-01-05 08:00:00,16.7,60.5,5.2,253.8,989.3,0.0
IND_DL_001,2026-01-05 09:00:00,18.3,64.4,5.2,217.4,989.2,0.0
IND_DL_001,2026-01-05 10:00:00,21.3,56.5,,201.4,988.8,0.0
IND_DL_001,2026-01-05 11:00:00,22.9,55.8,3.3,300.5,989.7,0.0
IND_DL_001,2026-01-05 12:00:00,23.2,58.9,3.4,151.3,989.6,0.0
IND_DL_001,2026-01-05 13:00:00,25.7,53.3,3.6,203.2,988.2,3.6
IND_DL_001,2026-01-05 14:00:00,23.1,58.3,2.1,227.4,989.9,0.0
IND_DL_001,2026-01-05 15:00:00,25.1,53.7,1.3,235.6,,0.0
IND_DL_001,2026-01-05 16:00:00,23.7,63.4,2.3,225.7,989.3,0.0
IND_DL_001,2026-01-05 17:00:00,24.0,59.5,1.1,278.4,989.8,0.0
IND_DL_001,2026-01-05 18:00:00,23.0,64.8,2.4,278.9,989.7,0.0
IND_DL_001,2026-01-05 19:00:00,19.4,62.9,3.4,189.0,989.6,0.0
IND_DL_001,2026-01-05 20:00:00,16.8,69.6,1.9,280.0,989.0,0.0
IND_DL_001,2026-01-05 21:00:00,17.0,61.3,2.6,280.4,989.6,0.0
IND_DL_001,2026-01-05 22:00:00,15.1,65.5,3.2,208.2,989.4,0.0
IND_DL_001,2026-01-05 23:00:00,12.3,73.0,2.5,231.1,988.4,
IND_DL_001,2026-01-06 00:00:00,12.6,71.2,3.3,151.8,989.3,
IND_DL_001,2026-01-06 01:00:00,10.7,76.9,3.0,239.8,989.0,0.0
IND_DL_001,2026-01-06 02:00:00,12.1,70.1,5.0,136.8,990.0,0.0
IND_DL_001,2026-01-06 03:00:00,11.1,72.4,,165.6,989.5,0.0
IND_DL_001,2026-01-06 04:00:00,12.1,79.7,4.9,194.6,989.9,0.0
IND_DL_001,2026-01-06 05:00:00,13.3,72.4,4.6,217.8,989.2,0.0
IND_DL_001,2026-01-06 06:00:00,12.6,70.5,7.1,207.3,989.4,0.0
IND_DL_001,2026-01-06 07:00:00,16.9,67.6,5.4,167.6,989.1,0.0
IND_DL_001,2026-01-06 08:00:00,18.5,71.7,4.2,158.4,988.1,0.0
IND_DL_001,2026-01-06 09:00:00,19.5,68.6,3.8,184.6,,0.0
IND_DL_001,2026-01-06 10:00:00,21.6,60.4,5.2,264.2,989.2,0.0
IND_DL_001,2026-01-06 11:00:00,23.7,55.1,4.0,283.4,989.5,0.0
IND_DL_001,2026-01-06 12:00:00,23.3,59.7,7.4,211.3,989.1,0.0
IND_DL_001,2026-01-06 13:00:00,24.2,58.3,7.0,289.4,989.8,0.0
IND_DL_001,2026-01-06 14:00:00,23.5,59.8,3.9,244.4,989.8,0.0
IND_DL_001,2026-01-06 15:00:00,23.1,56.6,,211.7,989.1,0.0
IND_DL_001,2026-01-06 16:00:00,23.7,58.0,1.1,185.0,989.7,0.0
IND_DL_001,2026-01-06 17:00:00,21.4,58.5,0.8,299.4,988.7,0.0
IND_DL_001,2026-01-06 18:00:00,20.1,63.4,1.4,307.4,989.2,0.0
IND_DL_001,2026-01-06 19:00:00,20.5,60.7,1.2,265.8,989.4,0.0
IND_DL_001,2026-01-06 20:00:00,16.9,68.0,1.3,259.0,989.1,0.0
IND_DL_001,2026-01-06 21:00:00,16.4,72.5,1.3,281.4,989.7,0.0
IND_DL_001,2026-01-06 22:00:00,16.5,67.0,2.7,261.1,989.6,0.0
IND_DL_001,2026-01-06 23:00:00,16.0,,5.6,346.0,989.5,0.0
IND_DL_001,2026-01-07 00:00:00,12.9,69.3,2.9,184.1,988.7,0.1
IND_DL_001,2026-01-07 01:00:00,10.8,76.1,4.1,168.0,988.9,0.0
IND_DL_001,2026-01-07 02:00:00,11.8,77.0,4.5,234.1,,0.0
IND_DL_001,2026-01-07 03:00:00,10.7,69.2,4.3,181.4,988.8,0.0
IND_DL_001,2026-01-07 04:00:00,13.2,74.0,5.2,215.1,989.5,0.0
IND_DL_001,2026-01-07 05:00:00,11.1,79.0,5.8,248.5,989.4,0.0
IND_DL_001,2026-01-07 06:00:00,15.1,71.3,7.3,113.0,989.0,0.0
IND_DL_001,2026-01-07 07:00:00,15.2,68.8,4.3,273.5,989.8,0.0
IND_DL_001,2026-01-07 08:00:00,18.0,67.0,5.5,209.7,988.8,8.4
IND_DL_001,2026-01-07 09:00:00,20.4,61.4,3.9,211.3,989.3,0.0
IND_DL_001,2026-01-07 10:00:00,21.5,56.7,4.3,251.9,989.4,0.0
IND_DL_001,2026-01-07 11:00:00,21.3,61.9,3.7,213.7,990.2,0.0
IND_DL_001,2026-01-07 12:00:00,21.8,61.1,6.5,240.7,,0.0
IND_DL_001,2026-01-07 13:00:00,25.6,54.4,3.1,159.6,988.9,0.0
IND_DL_001,2026-01-07 14:00:00,25.0,60.7,5.3,226.1,989.2,0.0
IND_DL_001,2026-01-07 15:00:00,24.3,55.3,,287.6,989.7,0.0
IND_DL_001,2026-01-07 16:00:00,24.2,59.1,1.1,284.0,989.5,0.0
IND_DL_001,2026-01-07 17:00:00,21.8,59.8,1.3,253.3,989.2,0.0
IND_DL_001,2026-01-07 18:00:00,21.1,58.9,1.1,213.5,988.9,0.0
IND_DL_001,2026-01-07 19:00:00,19.8,64.3,1.3,213.3,989.4,0.0
IND_DL_001,2026-01-07 20:00:00,19.0,66.4,2.9,313.0,990.3,0.0
IND_DL_001,2026-01-07 21:00:00,15.3,73.9,1.2,232.7,989.2,0.0
IND_DL_001,2026-01-07 22:00:00,15.6,67.9,2.1,281.1,989.3,0.0
IND_DL_001,2026-01-07 23:00:00,15.1,73.6,2.0,298.1,988.9,0.0
IND_DL_001,2026-01-08 00:00:00,12.9,73.3,3.3,107.8,988.3,0.0
IND_DL_001,2026-01-08 01:00:00,12.5,70.3,3.7,170.3,989.4,0.0
IND_DL_001,2026-01-08 02:00:00,13.4,70.3,3.7,171.6,989.5,0.0
IND_DL_001,2026-01-08 03:00:00,14.6,73.8,3.8,218.9,989.2,0.0
IND_DL_001,2026-01-08 04:00:00,13.5,70.1,4.9,134.0,988.7,4.3
IND_DL_001,2026-01-08 05:00:00,12.9,73.0,4.5,194.8,988.6,0.0
IND_DL_001,2026-01-08 06:00:00,14.3,70.4,5.5,223.7,989.8,0.0
IND_DL_001,2026-01-08 07:00:00,16.0,62.6,6.9,192.0,989.3,0.0
IND_DL_001,2026-01-08 08:00:00,17.8,65.1,6.0,321.4,988.5,0.0
IND_DL_001,2026-01-08 09:00:00,19.2,58.6,4.9,225.5,989.0,0.0
IND_DL_001,2026-01-08 10:00:00,23.4,57.2,3.7,289.6,989.7,0.0
IND_DL_001,2026-01-08 11:00:00,21.8,56.6,5.2,200.5,989.3,0.0
IND_DL_001,2026-01-08 12:00:00,22.8,63.3,3.1,240.4,989.3,0.0
IND_DL_001,2026-01-08 13:00:00,23.4,55.8,5.0,232.7,988.9,0.0
IND_DL_001,2026-01-08 14:00:00,26.4,53.7,2.0,275.0,989.1,0.0
IND_DL_001,2026-01-08 15:00:00,23.6,54.0,3.5,109.8,989.3,0.0
IND_DL_001,2026-01-08 16:00:00,23.0,58.2,1.1,278.5,988.2,0.0
IND_DL_001,2026-01-08 17:00:00,21.3,56.8,2.3,224.8,989.4,0.0
IND_DL_001,2026-01-08 18:00:00,21.8,65.3,4.3,172.6,989.6,0.0
IND_DL_001,2026-01-08 19:00:00,20.7,61.7,2.2,289.3,989.4,0.0
IND_DL_001,2026-01-08 20:00:00,18.0,68.4,1.5,282.7,989.0,0.0
IND_DL_001,2026-01-08 21:00:00,16.5,72.8,5.3,264.4,989.0,0.0
IND_DL_001,2026-01-08 22:00:00,15.6,68.3,2.9,235.5,989.5,0.0
IND_DL_001,2026-01-08 23:00:00,14.9,65.3,2.5,240.5,989.9,0.0
IND_DL_001,2026-01-09 00:00:00,12.6,75.9,3.8,120.7,989.4,0.0
IND_DL_001,2026-01-09 01:00:00,13.5,70.5,4.4,91.7,988.9,0.0
IND_DL_001,2026-01-09 02:00:00,10.6,77.7,3.5,183.8,989.3,0.0
IND_DL_001,2026-01-09 03:00:00,12.5,68.9,6.2,219.6,989.4,0.0
IND_DL_001,2026-01-09 04:00:00,13.1,73.2,4.7,176.7,989.4,0.0
IND_DL_001,2026-01-09 05:00:00,15.4,68.2,4.2,287.5,989.8,0.0
IND_DL_001,2026-01-09 06:00:00,13.7,69.6,4.4,289.3,989.1,0.0
IND_DL_001,2026-01-09 07:00:00,18.0,68.4,5.8,169.8,989.3,0.0
IND_DL_001,2026-01-09 08:00:00,17.7,71.5,5.3,253.5,988.8,0.0
IND_DL_001,2026-01-09 09:00:00,20.6,62.0,3.9,191.3,989.8,0.0
IND_DL_001,2026-01-09 10:00:00,20.9,59.6,3.8,225.0,988.6,0.0
IND_DL_001,2026-01-09 11:00:00,23.4,57.9,5.5,212.5,988.9,0.0
IND_DL_001,2026-01-09 12:00:00,26.1,49.9,,178.6,989.5,0.0
IND_DL_001,2026-01-09 13:00:00,23.3,57.0,2.3,353.3,989.4,0.0
IND_DL_001,2026-01-09 14:00:00,26.7,54.2,3.1,236.0,988.7,0.0
IND_DL_001,2026-01-09 15:00:00,24.8,53.0,1.5,282.9,989.1,0.0
IND_DL_001,2026-01-09 16:00:00,24.0,63.2,3.1,262.1,989.4,0.0
IND_DL_001,2026-01-09 17:00:00,,57.0,2.7,245.9,989.3,0.0
IND_DL_001,2026-01-09 18:00:00,19.0,66.7,1.0,189.3,988.7,0.0
IND_DL_001,2026-01-09 19:00:00,20.0,68.3,0.8,278.9,989.8,0.0
IND_DL_001,2026-01-09 20:00:00,17.5,65.1,3.6,277.8,989.3,0.0
IND_DL_001,2026-01-09 21:00:00,15.1,73.6,1.5,209.5,988.9,0.0
IND_DL_001,2026-01-09 22:00:00,14.0,75.0,3.0,272.9,989.2,0.0
IND_DL_001,2026-01-09 23:00:00,14.7,72.9,3.8,237.2,989.5,0.0
IND_DL_001,2026-01-10 00:00:00,13.2,72.2,5.1,213.5,989.1,0.0
IND_DL_001,2026-01-10 01:00:00,12.2,75.9,10.2,133.2,989.1,5.4
IND_DL_001,2026-01-10 02:00:00,12.8,80.9,4.6,200.5,989.7,0.0
IND_DL_001,2026-01-10 03:00:00,12.5,77.4,4.9,188.7,989.0,0.0
IND_DL_001,2026-01-10 04:00:00,10.8,79.8,4.3,257.5,989.9,0.0
IND_DL_001,2026-01-10 05:00:00,13.9,73.8,8.1,151.0,990.5,0.0
IND_DL_001,2026-01-10 06:00:00,13.8,71.8,5.4,147.5,989.5,0.0
IND_DL_001,2026-01-10 07:00:00,16.3,70.2,6.5,198.9,989.0,0.0
IND_DL_001,2026-01-10 08:00:00,16.0,67.4,6.0,151.8,988.8,0.0
IND_DL_001,2026-01-10 09:00:00,19.2,61.0,6.2,120.1,989.2,0.0
IND_DL_001,2026-01-10 10:00:00,20.2,62.6,4.1,265.8,989.0,0.0
IND_DL_001,2026-01-10 11:00:00,23.1,51.7,5.2,164.8,989.0,0.0
IND_DL_001,2026-01-10 12:00:00,23.0,51.6,4.2,215.8,989.1,0.0
IND_DL_001,2026-01-10 13:00:00,26.1,49.8,2.2,167.4,,0.0
IND_DL_001,2026-01-10 14:00:00,24.1,53.4,3.5,200.1,989.1,0.0
IND_DL_001,2026-01-10 15:00:00,23.3,55.0,1.2,254.8,989.4,0.0
IND_DL_001,2026-01-10 16:00:00,22.8,56.2,3.8,132.1,988.4,0.0
IND_DL_001,2026-01-10 17:00:00,22.8,51.4,1.9,249.1,989.6,0.0
IND_DL_001,2026-01-10 18:00:00,20.3,60.7,1.3,229.5,989.7,0.0
IND_DL_001,2026-01-10 19:00:00,19.8,67.8,2.6,220.9,988.8,0.0
IND_DL_001,2026-01-10 20:00:00,18.4,67.3,1.3,303.8,989.8,0.0
IND_DL_001,2026-01-10 21:00:00,17.1,66.7,1.3,209.2,989.4,0.0
IND_DL_001,2026-01-10 22:00:00,15.8,69.9,3.6,220.6,989.9,0.0
IND_DL_001,2026-01-10 23:00:00,14.9,69.8,2.2,283.5,989.9,0.0
IND_DL_001,2026-01-11 00:00:00,12.0,77.4,4.1,207.2,989.3,0.0
IND_DL_001,2026-01-11 01:00:00,10.4,85.9,3.1,191.4,989.0,0.0
IND_DL_001,2026-01-11 02:00:00,11.0,76.0,3.5,167.3,990.0,0.0
IND_DL_001,2026-01-11 03:00:00,10.2,72.8,5.7,138.1,989.0,0.0
IND_DL_001,2026-01-11 04:00:00,11.4,68.0,4.5,205.5,989.4,0.0
IND_DL_001,2026-01-11 05:00:00,13.0,74.1,4.9,213.3,988.9,0.0
IND_DL_001,2026-01-11 06:00:00,12.9,78.5,4.7,189.6,988.9,0.0
IND_DL_001,2026-01-11 07:00:00,16.2,,4.5,215.7,989.6,0.0
IND_DL_001,2026-01-11 08:00:00,19.8,61.4,5.0,175.3,990.0,
IND_DL_001,2026-01-11 09:00:00,19.5,64.9,6.0,333.5,988.2,0.0
IND_DL_001,2026-01-11 10:00:00,,57.0,3.8,302.5,989.7,0.0
IND_DL_001,2026-01-11 11:00:00,22.2,55.4,4.7,182.0,989.2,13.0
IND_DL_001,2026-01-11 12:00:00,21.3,65.6,2.5,218.9,989.3,0.0
IND_DL_001,2026-01-11 13:00:00,23.1,61.7,4.8,274.3,988.4,0.0
IND_DL_001,2026-01-11 14:00:00,25.5,53.4,1.7,269.9,988.9,0.0
IND_DL_001,2026-01-11 15:00:00,25.0,58.0,1.4,217.0,989.0,0.0
IND_DL_001,2026-01-11 16:00:00,22.0,62.6,3.5,228.4,989.5,0.0
IND_DL_001,2026-01-11 17:00:00,23.2,55.8,1.3,188.2,989.6,0.0
IND_DL_001,2026-01-11 18:00:00,19.4,57.3,1.2,309.2,989.3,0.0
IND_DL_001,2026-01-11 19:00:00,20.4,61.0,0.9,301.0,989.4,0.0
IND_DL_001,2026-01-11 20:00:00,17.1,69.8,2.4,290.9,988.7,0.0
IND_DL_001,2026-01-11 21:00:00,,69.0,1.3,210.5,990.0,0.0
IND_DL_001,2026-01-11 22:00:00,12.7,77.6,4.6,214.6,989.1,0.0
IND_DL_001,2026-01-11 23:00:00,13.3,74.0,2.0,227.9,989.0,0.0
IND_DL_001,2026-01-12 00:00:00,11.3,74.7,2.6,142.0,989.4,0.0
IND_DL_001,2026-01-12 01:00:00,12.5,84.0,3.1,76.4,989.6,0.0
IND_DL_001,2026-01-12 02:00:00,13.0,74.6,3.9,147.1,988.6,0.0
IND_DL_001,2026-01-12 03:00:00,13.0,76.4,6.2,280.1,989.2,0.0
IND_DL_001,2026-01-12 04:00:00,13.7,80.5,4.2,255.0,990.2,0.0
IND_DL_001,2026-01-12 05:00:00,14.4,72.2,6.2,279.5,989.5,0.0
IND_DL_001,2026-01-12 06:00:00,13.5,77.0,5.7,275.3,989.0,0.0
IND_DL_001,2026-01-12 07:00:00,16.1,67.1,5.1,230.9,988.8,0.0
IND_DL_001,2026-01-12 08:00:00,17.4,67.6,6.1,220.6,989.4,0.0
IND_DL_001,2026-01-12 09:00:00,18.3,64.2,5.4,324.3,989.7,0.0
IND_DL_001,2026-01-12 10:00:00,19.4,61.2,3.6,208.9,988.8,0.0
IND_DL_001,2026-01-12 11:00:00,21.7,63.5,6.4,245.8,988.2,0.0
IND_DL_001,2026-01-12 12:00:00,23.0,58.0,3.6,216.3,989.6,0.0
IND_DL_001,2026-01-12 13:00:00,25.8,55.0,3.2,255.3,989.8,0.0
IND_DL_001,2026-01-12 14:00:00,24.7,53.8,3.3,158.8,989.3,0.0
IND_DL_001,2026-01-12 15:00:00,24.6,47.3,2.0,294.4,989.1,0.0
IND_DL_001,2026-01-12 16:00:00,23.8,52.6,2.2,219.6,989.6,0.0
IND_DL_001,2026-01-12 17:00:00,22.2,56.2,1.7,305.7,989.8,0.0
IND_DL_001,2026-01-12 18:00:00,20.1,57.2,1.0,283.0,989.7,0.0
IND_DL_001,2026-01-12 19:00:00,19.1,66.5,1.4,272.1,989.2,0.0
IND_DL_001,2026-01-12 20:00:00,17.0,68.9,1.6,149.5,,0.0
IND_DL_001,2026-01-12 21:00:00,17.7,60.4,2.3,258.8,988.7,0.0
IND_DL_001,2026-01-12 22:00:00,15.8,65.5,2.6,300.8,989.6,0.0
IND_DL_001,2026-01-12 23:00:00,13.4,72.1,2.4,304.0,989.3,0.0
IND_DL_001,2026-01-13 00:00:00,12.6,77.8,5.2,242.7,989.4,0.0
IND_DL_001,2026-01-13 01:00:00,12.3,68.1,4.0,280.0,988.8,0.0
IND_DL_001,2026-01-13 02:00:00,14.3,66.4,4.7,212.0,989.3,0.0
IND_DL_001,2026-01-13 03:00:00,11.7,79.4,5.1,231.1,988.9,0.0
IND_DL_001,2026-01-13 04:00:00,13.2,75.8,5.5,191.2,989.4,0.0
IND_DL_001,2026-01-13 05:00:00,15.0,73.2,4.6,122.9,989.0,0.0
IND_DL_001,2026-01-13 06:00:00,14.6,72.7,4.8,202.8,988.9,0.0
IND_DL_001,2026-01-13 07:00:00,16.7,68.4,,208.4,988.4,0.0
IND_DL_001,2026-01-13 08:00:00,18.9,66.7,7.6,252.8,989.1,0.0
IND_DL_001,2026-01-13 09:00:00,19.3,67.8,4.0,224.9,989.7,0.0
IND_DL_001,2026-01-13 10:00:00,22.7,62.6,3.9,238.1,989.5,0.0
IND_DL_001,2026-01-13 11:00:00,23.8,54.8,3.6,245.2,989.3,0.0
IND_DL_001,2026-01-13 12:00:00,23.4,57.5,3.8,150.3,989.9,0.0
IND_DL_001,2026-01-13 13:00:00,24.4,62.2,2.5,271.7,989.2,0.0
IND_DL_001,2026-01-13 14:00:00,23.3,,2.5,174.3,988.6,0.0
IND_DL_001,2026-01-13 15:00:00,26.6,51.0,2.1,253.9,989.2,0.0
IND_DL_001,2026-01-13 16:00:00,24.8,54.0,0.9,190.8,988.9,0.0
IND_DL_001,2026-01-13 17:00:00,21.7,59.3,4.4,240.5,989.1,0.0
IND_DL_001,2026-01-13 18:00:00,22.0,58.6,0.9,330.5,989.3,0.0
IND_DL_001,2026-01-13 19:00:00,20.3,59.6,1.0,257.7,988.5,0.0
IND_DL_001,2026-01-13 20:00:00,17.5,66.3,1.2,287.9,,0.0
IND_DL_001,2026-01-13 21:00:00,15.9,68.0,4.6,323.1,989.4,0.0
IND_DL_001,2026-01-13 22:00:00,13.6,71.5,1.9,228.9,988.8,0.0
