station_id,timestamp,pm2_5,pm10,no2,so2,co,o3
IND_DL_001,2026-01-08 20:00:00,466.86,800.0,206.81,33.82,9.86,9.0
IND_DL_001,2026-01-08 21:00:00,376.23,800.0,160.35,28.71,7.78,9.41
IND_DL_001,2026-01-08 22:00:00,277.06,617.99,92.58,28.91,4.2,8.69
IND_DL_001,2026-01-08 23:00:00,275.2,513.67,91.32,33.41,4.43,10.36
IND_DL_001,2026-01-09 00:00:00,256.32,443.03,86.29,25.36,3.93,12.23
IND_DL_001,2026-01-09 01:00:00,246.27,460.6,82.26,25.78,4.03,12.21
IND_DL_001,2026-01-09 02:00:00,270.67,554.48,93.06,31.27,3.98,14.78
IND_DL_001,2026-01-09 03:00:00,236.04,486.83,77.04,25.31,3.43,13.54
IND_DL_001,2026-01-09 04:00:00,246.72,387.31,84.89,27.81,3.71,10.68
IND_DL_001,2026-01-09 05:00:00,256.06,396.96,86.73,27.59,3.92,9.93
IND_DL_001,2026-01-09 06:00:00,248.08,562.4,86.48,28.77,3.8,12.62
IND_DL_001,2026-01-09 07:00:00,179.47,351.09,76.68,23.07,3.77,20.38
IND_DL_001,2026-01-09 08:00:00,387.6,800.0,165.97,23.07,7.77,23.83
IND_DL_001,2026-01-09 09:00:00,403.51,654.11,182.16,29.26,8.55,34.36
IND_DL_001,2026-01-09 10:00:00,401.96,800.0,178.4,30.69,,31.99
IND_DL_001,2026-01-09 11:00:00,175.84,384.65,83.29,27.28,3.85,44.02
IND_DL_001,2026-01-09 12:00:00,209.88,340.81,93.96,34.09,4.36,
IND_DL_001,2026-01-09 13:00:00,215.87,360.69,98.79,35.46,4.27,36.42
IND_DL_001,2026-01-09 14:00:00,209.04,,92.52,28.16,4.27,40.51
IND_DL_001,2026-01-09 15:00:00,215.85,328.46,108.63,30.71,4.96,38.37
IND_DL_001,2026-01-09 16:00:00,211.81,390.43,92.46,29.29,4.29,31.05
IND_DL_001,2026-01-09 17:00:00,210.47,412.56,91.78,31.01,4.58,18.25
IND_DL_001,2026-01-09 18:00:00,481.31,800.0,217.87,35.96,10.04,18.33
IND_DL_001,2026-01-09 19:00:00,492.35,800.0,217.42,32.65,10.38,14.09
IND_DL_001,2026-01-09 20:00:00,421.4,800.0,188.52,31.3,8.59,8.35
IND_DL_001,2026-01-09 21:00:00,472.52,800.0,204.5,35.98,9.83,15.09
IND_DL_001,2026-01-09 22:00:00,265.15,432.85,88.94,31.46,4.1,13.85
IND_DL_001,2026-01-09 23:00:00,253.85,477.18,88.83,25.56,4.15,11.21
IND_DL_001,2026-01-10 00:00:00,242.5,413.96,79.84,27.04,4.03,9.57
IND_DL_001,2026-01-10 01:00:00,87.42,161.6,25.62,10.93,1.58,13.89
IND_DL_001,2026-01-10 02:00:00,256.02,460.79,85.86,24.77,4.03,5.7
IND_DL_001,2026-01-10 03:00:00,239.71,549.04,83.15,24.62,4.08,15.23
IND_DL_001,2026-01-10 04:00:00,250.45,520.39,84.78,28.72,4.27,14.56
IND_DL_001,2026-01-10 05:00:00,209.82,354.32,71.44,24.73,3.08,15.34
IND_DL_001,2026-01-10 06:00:00,236.68,495.91,83.43,25.12,3.84,14.46
IND_DL_001,2026-01-10 07:00:00,172.27,263.71,74.59,23.61,3.34,16.92
IND_DL_001,2026-01-10 08:00:00,363.33,644.8,160.03,,7.68,20.97
IND_DL_001,2026-01-10 09:00:00,359.99,709.03,156.38,25.45,7.31,32.43
IND_DL_001,2026-01-10 10:00:00,396.2,800.0,183.02,29.85,8.43,36.47
IND_DL_001,2026-01-10 11:00:00,184.79,358.84,,28.8,3.81,44.87
IND_DL_001,2026-01-10 12:00:00,195.61,,92.62,27.77,4.09,38.11
IND_DL_001,2026-01-10 13:00:00,215.35,462.05,97.56,31.13,4.55,46.89
IND_DL_001,2026-01-10 14:00:00,203.96,337.32,86.07,30.57,4.27,38.88
IND_DL_001,2026-01-10 15:00:00,229.12,430.44,100.42,33.0,4.95,33.86
IND_DL_001,2026-01-10 16:00:00,198.69,359.09,86.35,31.51,4.08,28.38
IND_DL_001,2026-01-10 17:00:00,212.88,472.58,93.61,,4.66,17.18
IND_DL_001,2026-01-10 18:00:00,476.94,800.0,212.28,37.12,9.87,14.01
IND_DL_001,2026-01-10 19:00:00,,800.0,196.33,,8.97,15.44
IND_DL_001,2026-01-10 20:00:00,468.82,725.16,204.52,32.51,10.01,10.6
IND_DL_001,2026-01-10 21:00:00,474.93,788.17,216.04,32.61,10.0,14.45
IND_DL_001,2026-01-10 22:00:00,259.78,536.85,86.29,27.79,4.1,8.83
IND_DL_001,2026-01-10 23:00:00,275.42,544.05,92.97,31.09,4.56,8.97
IND_DL_001,2026-01-11 00:00:00,263.28,589.0,81.65,26.39,4.06,12.28
IND_DL_001,2026-01-11 01:00:00,269.17,517.09,86.2,31.04,4.29,13.35
IND_DL_001,2026-01-11 02:00:00,257.2,508.58,92.89,28.35,4.2,15.98
IND_DL_001,2026-01-11 03:00:00,226.81,475.8,77.8,23.37,3.81,13.38
IND_DL_001,2026-01-11 04:00:00,249.04,451.7,86.1,25.73,4.0,13.34
IND_DL_001,2026-01-11 05:00:00,241.38,431.91,76.43,29.41,,13.28
IND_DL_001,2026-01-11 06:00:00,252.24,400.23,80.41,26.66,4.0,11.0
IND_DL_001,2026-01-11 07:00:00,199.89,453.16,85.95,27.23,4.2,21.88
IND_DL_001,2026-01-11 08:00:00,382.89,800.0,173.48,27.29,7.7,21.82
IND_DL_001,2026-01-11 09:00:00,356.44,550.41,165.73,24.24,7.78,26.81
IND_DL_001,2026-01-11 10:00:00,411.7,683.98,182.49,25.06,,37.55
IND_DL_001,2026-01-11 11:00:00,80.36,137.65,39.26,11.63,1.76,42.86
IND_DL_001,2026-01-11 12:00:00,213.56,420.64,95.63,30.77,4.19,41.47
IND_DL_001,2026-01-11 13:00:00,193.53,413.42,81.03,25.75,3.9,39.0
IND_DL_001,2026-01-11 14:00:00,211.99,372.45,101.53,27.78,4.72,37.9
IND_DL_001,2026-01-11 15:00:00,236.68,360.56,100.97,,4.62,37.4
IND_DL_001,2026-01-11 16:00:00,195.21,394.81,90.77,31.1,4.14,30.25
IND_DL_001,2026-01-11 17:00:00,233.67,465.22,100.88,34.79,5.15,18.14
IND_DL_001,2026-01-11 18:00:00,479.15,800.0,215.88,34.21,10.05,
IND_DL_001,2026-01-11 19:00:00,491.49,800.0,217.71,37.83,9.89,10.43
IND_DL_001,2026-01-11 20:00:00,,800.0,195.69,27.02,9.22,13.6
IND_DL_001,2026-01-11 21:00:00,471.31,800.0,210.02,35.18,9.86,20.61
IND_DL_001,2026-01-11 22:00:00,248.89,501.14,84.63,27.85,4.14,15.48
IND_DL_001,2026-01-11 23:00:00,292.12,,94.78,34.21,4.69,17.82
IND_DL_001,2026-01-12 00:00:00,280.74,451.98,90.23,29.24,4.43,11.1
IND_DL_001,2026-01-12 01:00:00,263.29,411.36,89.78,29.38,4.53,4.54
IND_DL_001,2026-01-12 02:00:00,252.44,412.38,84.87,29.29,4.38,14.11
IND_DL_001,2026-01-12 03:00:00,225.79,439.72,76.41,26.16,3.64,9.05
IND_DL_001,2026-01-12 04:00:00,258.52,399.23,92.14,,3.93,8.76
IND_DL_001,2026-01-12 05:00:00,225.71,385.84,79.06,28.94,3.76,11.27
IND_DL_001,2026-01-12 06:00:00,237.73,403.49,80.47,24.12,3.74,13.01
IND_DL_001,2026-01-12 07:00:00,176.51,317.22,76.76,24.13,3.76,23.42
IND_DL_001,2026-01-12 08:00:00,362.99,712.07,155.25,28.52,7.43,22.49
IND_DL_001,2026-01-12 09:00:00,368.19,794.34,164.01,26.62,7.96,
IND_DL_001,2026-01-12 10:00:00,416.23,800.0,182.88,27.43,8.78,35.65
IND_DL_001,2026-01-12 11:00:00,175.17,333.03,75.05,24.38,3.93,37.51
IND_DL_001,2026-01-12 12:00:00,198.51,427.61,89.95,31.49,4.36,40.95
IND_DL_001,2026-01-12 13:00:00,205.68,411.55,92.56,27.13,4.08,46.11
IND_DL_001,2026-01-12 14:00:00,-999.0,327.49,88.77,28.42,4.17,40.08
IND_DL_001,2026-01-12 15:00:00,217.45,338.61,102.68,35.69,4.62,38.28
IND_DL_001,2026-01-12 16:00:00,218.09,348.15,91.69,31.81,4.59,28.29
IND_DL_001,2026-01-12 17:00:00,212.8,321.35,96.31,31.43,4.9,21.65
IND_DL_001,2026-01-12 18:00:00,486.87,758.35,210.94,31.34,10.13,10.96
IND_DL_001,2026-01-12 19:00:00,469.76,800.0,214.02,29.71,9.89,13.43
IND_DL_001,2026-01-12 20:00:00,461.76,751.55,,30.42,9.3,10.44
IND_DL_001,2026-01-12 21:00:00,440.95,800.0,197.59,31.12,9.35,16.35
IND_DL_001,2026-01-12 22:00:00,271.99,464.63,99.63,27.84,4.16,12.36
IND_DL_001,2026-01-12 23:00:00,275.76,551.3,88.58,33.48,4.62,12.15
IND_DL_001,2026-01-13 00:00:00,242.1,475.12,,25.17,3.76,9.75
IND_DL_001,2026-01-13 01:00:00,248.75,430.06,90.6,27.6,4.25,13.81
IND_DL_001,2026-01-13 02:00:00,241.98,539.33,82.96,28.28,3.87,10.9
IND_DL_001,2026-01-13 03:00:00,237.46,385.86,82.09,27.02,3.83,13.19
IND_DL_001,2026-01-13 04:00:00,242.2,480.08,80.61,23.4,3.69,6.66
IND_DL_001,2026-01-13 05:00:00,248.81,447.37,85.72,28.13,3.92,13.11
IND_DL_001,2026-01-13 06:00:00,241.53,511.89,82.25,28.68,3.84,13.27
IND_DL_001,2026-01-13 07:00:00,176.13,308.35,81.07,26.75,3.94,13.99
IND_DL_001,2026-01-13 08:00:00,343.34,706.4,151.41,23.07,7.02,30.0
IND_DL_001,2026-01-13 09:00:00,405.12,800.0,182.76,28.14,8.5,32.68
IND_DL_001,2026-01-13 10:00:00,410.08,629.27,179.67,28.9,8.24,40.61
IND_DL_001,2026-01-13 11:00:00,195.46,367.06,92.18,28.81,4.68,49.57
IND_DL_001,2026-01-13 12:00:00,196.13,426.4,84.97,32.4,3.89,42.36
IND_DL_001,2026-01-13 13:00:00,208.09,309.72,92.66,32.02,4.51,43.9
IND_DL_001,2026-01-13 14:00:00,212.26,326.41,94.69,30.14,4.38,42.19
IND_DL_001,2026-01-13 15:00:00,221.02,497.21,94.3,34.38,4.67,
IND_DL_001,2026-01-13 16:00:00,228.38,421.65,107.25,33.55,4.92,31.3
IND_DL_001,2026-01-13 17:00:00,188.05,396.93,85.92,26.0,4.03,23.41
IND_DL_001,2026-01-13 18:00:00,485.72,800.0,212.52,31.27,10.26,5.3
IND_DL_001,2026-01-13 19:00:00,488.12,800.0,211.67,34.26,9.89,6.62
IND_DL_001,2026-01-13 20:00:00,476.61,800.0,215.46,32.5,10.13,7.57
IND_DL_001,2026-01-13 21:00:00,386.82,770.29,170.6,26.79,8.35,13.14
IND_DL_001,2026-01-13 22:00:00,296.97,536.54,97.07,33.27,4.85,11.56
IND_DL_001,2026-01-13 23:00:00,261.59,400.95,88.53,27.8,4.23,11.35
IND_DL_001,2026-01-14 00:00:00,235.61,460.15,78.5,25.26,3.72,13.79
